title,price,description,stockQuantity,imageUrl,dateAddedToStock,dateRemovedFromStock
Multi-Purpose Scissors,413.54,Heavy-duty scissors for crafting and office use.,892,http://dummyimage.com/162x100.png/cc0000/ffffff,08-03-2023,
Portable Pet Water Bottle,313.5,Travel-friendly water bottle for pets on the go.,512,http://dummyimage.com/133x100.png/5fa2dd/ffffff,14-07-2022,
Cotton Pajama Set,879.92,Soft cotton pajama set for cozy nights in.,255,http://dummyimage.com/201x100.png/5fa2dd/ffffff,11-01-2021,
Smartphone Holder for Car,985.3,Secure phone mount for your vehicle's dashboard.,98,http://dummyimage.com/215x100.png/5fa2dd/ffffff,07-04-2024,
Air Mattress,706.11,Inflatable air mattress for convenient sleeping.,545,http://dummyimage.com/246x100.png/5fa2dd/ffffff,03-01-2022,
Peach Preserves,431.03,"Sweet and fruity peach preserves, perfect for spreading on toast.",15,http://dummyimage.com/194x100.png/dddddd/000000,18-06-2023,
Buffalo Wing Sauce,554.42,Spicy sauce perfect for chicken wings and dipping.,933,http://dummyimage.com/234x100.png/cc0000/ffffff,05-02-2023,
Camera Lens Cleaning Kit,326.82,Complete cleaning kit for camera lenses.,968,http://dummyimage.com/122x100.png/ff4444/ffffff,19-10-2021,
Mango Sticky Rice Dessert,434.65,Sweetened sticky rice served with fresh mango and coconut sauce.,31,http://dummyimage.com/244x100.png/dddddd/000000,20-11-2024,
Honey Mustard Pretzel Bites,56.55,"Delicious pretzel bites with a sweet honey mustard flavor, perfect for dipping.",635,http://dummyimage.com/185x100.png/cc0000/ffffff,06-01-2024,
Scented Soy Candles,899.5,Hand-poured candles made of natural soy wax.,338,http://dummyimage.com/140x100.png/ff4444/ffffff,14-01-2023,
Cinnamon Raisin Bagels,543.48,Soft bagels flavored with cinnamon and raisins.,748,http://dummyimage.com/220x100.png/5fa2dd/ffffff,02-06-2024,
Savory Oatmeal,527.85,Oatmeal made with savory spices and vegetables.,488,http://dummyimage.com/131x100.png/dddddd/000000,01-06-2024,01-07-2024
Winter Insulated Jacket,304.28,Warm and stylish jacket for cold weather.,913,http://dummyimage.com/185x100.png/cc0000/ffffff,19-11-2021,
Electric Heat Pad,908.23,Microwaveable heat pad for soothing muscle aches.,777,http://dummyimage.com/246x100.png/dddddd/000000,19-12-2023,
Sweet Chili Dipping Sauce,20.2,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,391,http://dummyimage.com/182x100.png/5fa2dd/ffffff,19-12-2024,
Electric Fondue Pot,300.44,Set for making fondue at home.,955,http://dummyimage.com/133x100.png/5fa2dd/ffffff,01-08-2023,01-10-2023
Computer Monitor Stand,106.48,Ergonomic monitor stand for improved workspace organization.,534,http://dummyimage.com/166x100.png/cc0000/ffffff,27-12-2021,
Vintage Graphic Tee,440.84,Retro-style graphic tee with a soft wash for a vintage feel.,844,http://dummyimage.com/147x100.png/5fa2dd/ffffff,14-08-2024,
Chocolate Hazelnut Granola,179.59,Crunchy granola with chocolate and hazelnuts for breakfast.,218,http://dummyimage.com/195x100.png/5fa2dd/ffffff,13-06-2023,
Almond Quinoa Salad,214.04,"Healthy salad made with quinoa, almonds, and mixed greens, perfect for a light meal.",330,http://dummyimage.com/223x100.png/5fa2dd/ffffff,11-10-2022,
Pleated Midi Dress,147.67,"A stylish midi dress with stylish pleats, suitable for any occasion.",885,http://dummyimage.com/118x100.png/ff4444/ffffff,29-08-2020,
Car Emergency Kit,502.92,Comprehensive emergency kit for roadside assistance.,72,http://dummyimage.com/119x100.png/cc0000/ffffff,03-11-2022,
Cotton Quilted Throw Blanket,316.63,Cozy throw blanket perfect for adding warmth to your home.,301,http://dummyimage.com/122x100.png/dddddd/000000,15-10-2023,
Buffalo Chicken Wraps,432.54,Savory wraps with buffalo chicken and fresh vegetables.,430,http://dummyimage.com/159x100.png/5fa2dd/ffffff,08-08-2023,
Sparkling Blood Orange Soda,440.96,A refreshing sparkling beverage with a bold blood orange flavor.,501,http://dummyimage.com/157x100.png/dddddd/000000,20-03-2023,20-04-2023
Diced Tomatoes (canned),219.46,"Canned diced tomatoes, great base for sauces and soups.",138,http://dummyimage.com/219x100.png/cc0000/ffffff,15-12-2023,
Hummus Trio Pack,95.37,"A variety pack of classic, roasted red pepper, and garlic hummus.",879,http://dummyimage.com/233x100.png/cc0000/ffffff,30-11-2024,
Tennis Racket,12.66,Lightweight tennis racket for beginners and advanced players.,26,http://dummyimage.com/200x100.png/5fa2dd/ffffff,11-03-2022,
Mushrooms,141.63,"Fresh button mushrooms, great for cooking.",687,http://dummyimage.com/130x100.png/dddddd/000000,04-01-2024,04-08-2024
Spicy Beef Taco Mix,784.7,Easy mix for making spicy beef tacos.,987,http://dummyimage.com/217x100.png/cc0000/ffffff,23-11-2024,
Tattoo Kit,709.28,Complete tattoo kit for beginners and professionals.,744,http://dummyimage.com/129x100.png/5fa2dd/ffffff,27-10-2024,
Hummus Trio Pack,416.23,"A variety pack of classic, roasted red pepper, and garlic hummus.",806,http://dummyimage.com/157x100.png/cc0000/ffffff,19-11-2020,19-06-2021
Quinoa & Black Bean Salad,223.05,A nutritious salad with quinoa and black beans,681,http://dummyimage.com/147x100.png/5fa2dd/ffffff,29-03-2022,
Handmade Soap Making Kit,275.96,Complete kit for crafting your own scented soaps.,500,http://dummyimage.com/199x100.png/cc0000/ffffff,16-05-2020,
Fitness Resistance Bands,424.04,Set of resistance bands for home workouts.,516,http://dummyimage.com/234x100.png/5fa2dd/ffffff,24-10-2020,
Fitness Mat,925.63,Thick and durable mat for workouts and yoga.,403,http://dummyimage.com/241x100.png/cc0000/ffffff,04-09-2021,
Nutty Quinoa Salad,249.91,"A delicious salad with quinoa, nuts, and cranberries.",146,http://dummyimage.com/221x100.png/ff4444/ffffff,26-08-2024,
Dill Pickle Chips,372.31,Crispy dill pickles that are perfect for snacking or sandwiches.,174,http://dummyimage.com/169x100.png/dddddd/000000,19-11-2020,
Portable Pet Pooper Scooper,227.16,Compact scooper for easy waste clean-up during walks.,742,http://dummyimage.com/175x100.png/cc0000/ffffff,22-11-2021,22-06-2022
Eco-Friendly Notepad,722.91,Notepad made from recycled paper for sustainable note-taking.,857,http://dummyimage.com/213x100.png/5fa2dd/ffffff,06-11-2022,
French Bread,984.26,"Freshly baked French baguette, perfect for dipping.",137,http://dummyimage.com/212x100.png/cc0000/ffffff,06-12-2024,
USB Flash Drive,267.23,32GB USB flash drive with fast data transfer speeds.,122,http://dummyimage.com/133x100.png/ff4444/ffffff,05-05-2022,
Almond Flour,918.87,"Gluten-free almond flour, perfect for baking.",183,http://dummyimage.com/220x100.png/dddddd/000000,28-04-2023,
Banana Chips,884.22,"Crunchy and sweet banana chips, a great on-the-go snack.",979,http://dummyimage.com/221x100.png/ff4444/ffffff,26-10-2021,
Handmade Soap Making Kit,845.43,Complete kit for crafting your own scented soaps.,18,http://dummyimage.com/250x100.png/ff4444/ffffff,09-08-2022,
Frozen Mixed Vegetables,379.62,"A mix of carrots, peas, and corn, easy to stir-fry.",802,http://dummyimage.com/149x100.png/dddddd/000000,10-01-2021,
Cat Tree with Scratching Posts,542.84,Multi-level cat tree for play and scratching.,681,http://dummyimage.com/228x100.png/5fa2dd/ffffff,28-07-2022,
Cheddar Cheese Crackers,941.89,Crunchy crackers topped with real cheddar cheese flavor.,519,http://dummyimage.com/203x100.png/dddddd/000000,25-03-2021,
Electric Rice Cooker with Steamer,481.12,Cook rice and steam vegetables simultaneously for healthy meals.,809,http://dummyimage.com/162x100.png/5fa2dd/ffffff,01-07-2023,
Collapsible Water Bottle,949.07,Space-saving collapsible bottle for outdoor activities.,266,http://dummyimage.com/166x100.png/cc0000/ffffff,23-07-2020,
Indestructible Dog Toy,324.54,Durable toy designed for heavy chewers.,246,http://dummyimage.com/205x100.png/ff4444/ffffff,17-11-2022,
Coconut Chia Pudding,716.81,Creamy chia pudding made with coconut milk and topped with mango.,70,http://dummyimage.com/191x100.png/dddddd/000000,22-07-2024,
Leather Notebook Cover,567.37,Elegant cover that protects your notebook with style.,47,http://dummyimage.com/191x100.png/5fa2dd/ffffff,18-02-2021,18-06-2021
Sriracha Sauce,933.49,Spicy chili sauce for an extra kick in your meals.,889,http://dummyimage.com/149x100.png/ff4444/ffffff,07-12-2022,
Peanut Butter Pretzel Bites,650.74,Crunchy pretzel bites filled with peanut butter,110,http://dummyimage.com/193x100.png/cc0000/ffffff,05-05-2022,
Ice Pack,548.24,Reusable gel ice pack for injuries and cooling.,425,http://dummyimage.com/193x100.png/cc0000/ffffff,01-12-2023,
Fitness Tracker,241.82,"Track steps, heart rate, and sleep patterns.",766,http://dummyimage.com/193x100.png/ff4444/ffffff,06-04-2023,06-04-2024
Protein Powder,980.29,High-quality whey protein powder for muscle recovery.,43,http://dummyimage.com/163x100.png/5fa2dd/ffffff,14-12-2024,
Organic Coconut Yogurt,36.99,Dairy-free yogurt made from coconut milk.,636,http://dummyimage.com/116x100.png/dddddd/000000,06-06-2023,
Ski Goggles,648.79,Anti-fog ski goggles for winter sports.,971,http://dummyimage.com/116x100.png/ff4444/ffffff,07-10-2023,
Backpack,418.55,Durable and spacious backpack for travel and school.,992,http://dummyimage.com/230x100.png/ff4444/ffffff,27-07-2024,
Camera Lens Cleaning Kit,705.92,Complete cleaning kit for camera lenses.,956,http://dummyimage.com/163x100.png/ff4444/ffffff,09-04-2024,
Spicy Kimchi,453.26,"Traditional Korean fermented vegetables, packed with flavor.",215,http://dummyimage.com/215x100.png/5fa2dd/ffffff,02-10-2021,
Dill Pickle Chips,846.52,Crispy dill pickles that are perfect for snacking or sandwiches.,537,http://dummyimage.com/107x100.png/dddddd/000000,27-08-2021,
Portable Air Pump,128.72,Compact pump ideal for inflating sports equipment or rafts.,610,http://dummyimage.com/136x100.png/ff4444/ffffff,21-01-2023,
Kids' Outdoor Explorer Kit,595.34,Fun kit for aspiring explorers with binoculars and a compass.,935,http://dummyimage.com/132x100.png/dddddd/000000,22-05-2021,
Fresh Strawberries,843.98,"Sweet and juicy strawberries, perfect for desserts.",238,http://dummyimage.com/170x100.png/cc0000/ffffff,06-10-2024,
Floral Summer Dress,962.18,Light and breezy dress perfect for summer outings with a vibrant floral pattern.,619,http://dummyimage.com/169x100.png/ff4444/ffffff,20-07-2020,
Lemon Herb Chicken,701.58,Marinated chicken grilled with lemon and herbs.,973,http://dummyimage.com/242x100.png/ff4444/ffffff,22-03-2022,
Pizza Stone,579.82,Ceramic pizza stone for homemade pizzas.,330,http://dummyimage.com/162x100.png/5fa2dd/ffffff,04-06-2020,
Cilantro Lime Rice,518.0,"Easy-to-prepare rice with cilantro and lime flavors, great as a side.",895,http://dummyimage.com/230x100.png/dddddd/000000,13-02-2025,
Compact Folding Table,81.91,Versatile folding table great for events or outdoor activities.,130,http://dummyimage.com/104x100.png/ff4444/ffffff,30-08-2021,
Pet Leash,922.41,Durable pet leash with comfortable handle.,727,http://dummyimage.com/216x100.png/dddddd/000000,07-11-2020,
Blue Corn Tortilla Chips,819.42,"Crunchy chips made from blue corn, perfect for dipping.",671,http://dummyimage.com/177x100.png/5fa2dd/ffffff,27-05-2024,
Fresh Basil Pesto,486.4,"A fresh, flavorful basil pesto for pasta and more",786,http://dummyimage.com/165x100.png/ff4444/ffffff,01-01-2021,
Vegan Mac & Cheese,361.13,Creamy vegan mac and cheese made with cashew cheese.,298,http://dummyimage.com/207x100.png/ff4444/ffffff,20-01-2022,
Educational STEM Kit,519.87,Hands-on experience with science and engineering projects.,729,http://dummyimage.com/181x100.png/ff4444/ffffff,15-05-2023,
Travel Jewelry Case,299.93,Portable case to organize and protect jewelry on trips.,183,http://dummyimage.com/195x100.png/dddddd/000000,24-11-2022,
Smartphone Projector Kit,736.8,DIY kit to convert your smartphone into a mini projector.,890,http://dummyimage.com/183x100.png/cc0000/ffffff,05-10-2021,
Organic Italian Seasoning,451.79,A blend of dried herbs commonly used in Italian cooking.,748,http://dummyimage.com/212x100.png/cc0000/ffffff,11-07-2024,
Quinoa Salad,281.04,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",301,http://dummyimage.com/200x100.png/dddddd/000000,22-11-2022,
Portable Pet Bathing Tool,262.64,Handheld sprayer designed for washing pets easily.,21,http://dummyimage.com/165x100.png/dddddd/000000,13-04-2020,
Magnetic Puzzle Board,368.92,Magnetic puzzle assembly board for kids.,552,http://dummyimage.com/150x100.png/dddddd/000000,22-04-2020,
Smart Light Switch,706.85,Control lights remotely with this smart switch.,238,http://dummyimage.com/198x100.png/ff4444/ffffff,24-10-2023,
Smoked Salmon,347.43,"Deliciously smoked salmon, great for bagels.",942,http://dummyimage.com/160x100.png/cc0000/ffffff,15-11-2024,15-01-2025
Essential Oil Roller Bottles,548.88,Set of roller bottles for blending and applying essential oils.,839,http://dummyimage.com/216x100.png/5fa2dd/ffffff,19-11-2024,
Pleated Midi Dress,45.82,"A stylish midi dress with stylish pleats, suitable for any occasion.",577,http://dummyimage.com/240x100.png/5fa2dd/ffffff,03-06-2023,
Basil Pesto Pasta,457.31,"Pasta tossed with fresh basil pesto, simple and delicious.",888,http://dummyimage.com/125x100.png/5fa2dd/ffffff,07-09-2021,
Energy Bites,604.63,Healthy energy bites made with oats and natural sweeteners.,797,http://dummyimage.com/109x100.png/cc0000/ffffff,17-01-2025,
Smoked Gouda Cheese,734.46,Rich and creamy smoked Gouda cheese perfect for snacking.,363,http://dummyimage.com/127x100.png/dddddd/000000,18-01-2023,
Honey Mustard Chicken Breasts,938.89,Marinated chicken breasts coated in a sweet honey mustard glaze.,474,http://dummyimage.com/121x100.png/dddddd/000000,25-04-2020,
Organic Chia Seeds,798.87,Nutritious chia seeds great for smoothies,956,http://dummyimage.com/101x100.png/ff4444/ffffff,25-08-2021,25-08-2022
Apple Cinnamon Instant Oatmeal,940.44,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast.",457,http://dummyimage.com/249x100.png/cc0000/ffffff,28-10-2023,28-07-2024
Smart WiFi Plug,722.18,Control appliances remotely using your smartphone.,90,http://dummyimage.com/125x100.png/cc0000/ffffff,02-03-2024,02-06-2024
Balsamic Fig Dressing,466.94,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",356,http://dummyimage.com/147x100.png/5fa2dd/ffffff,27-11-2023,
Almond Flour Pizza Crust,221.64,"Low-carb pizza crust made from almond flour, gluten-free.",71,http://dummyimage.com/194x100.png/5fa2dd/ffffff,28-08-2022,
Fitness Jump Rope with LCD Counter,570.13,Weighted jump rope that counts jumps and calories burned.,916,http://dummyimage.com/202x100.png/ff4444/ffffff,27-02-2023,
Flavored Popcorn Mix,538.84,Popcorn tossed with sweet or savory flavors for a tasty snack.,597,http://dummyimage.com/246x100.png/cc0000/ffffff,21-11-2021,
Maple Chipotle Glaze,15.29,A sweet and spicy glaze that's perfect for grilling or marinades.,39,http://dummyimage.com/152x100.png/dddddd/000000,16-06-2021,
Wildflower Honey,320.63,Natural honey sourced from wildflowers.,462,http://dummyimage.com/128x100.png/ff4444/ffffff,04-02-2023,
Honey Sesame Cashews,458.13,Roasted cashews coated in honey and sesame seeds for a sweet treat.,628,http://dummyimage.com/100x100.png/5fa2dd/ffffff,28-10-2021,
Pet Carrier,264.12,Comfortable pet carrier for travel and vet visits.,998,http://dummyimage.com/203x100.png/5fa2dd/ffffff,10-04-2024,
Chic Ankle Strap Heels,773.27,Stylish ankle strap heels for a classy look at any event.,562,http://dummyimage.com/240x100.png/cc0000/ffffff,14-12-2021,
Black Olives,714.94,"Sliced black olives, perfect for salads and pizzas.",675,http://dummyimage.com/113x100.png/cc0000/ffffff,24-01-2022,
Electric Toothbrush Holder,671.78,Sanitary holder that ensures your toothbrush stays clean.,426,http://dummyimage.com/150x100.png/ff4444/ffffff,26-10-2023,
Red Lentils,739.45,Nutritious and quick-cooking red lentils.,783,http://dummyimage.com/110x100.png/ff4444/ffffff,13-01-2021,
Protein Pancake Mix,429.4,A protein-packed pancake mix for a nutritious breakfast.,319,http://dummyimage.com/112x100.png/5fa2dd/ffffff,17-12-2024,
Sweetened Condensed Milk,292.24,Rich and creamy milk perfect for baking or desserts.,276,http://dummyimage.com/194x100.png/dddddd/000000,19-10-2021,
Classic BBQ Sauce,235.78,Smoky and sweet BBQ sauce for grilling and dipping.,885,http://dummyimage.com/244x100.png/5fa2dd/ffffff,21-10-2021,
Balsamic Fig Dressing,506.81,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",538,http://dummyimage.com/236x100.png/ff4444/ffffff,30-12-2023,
Basmati Rice,722.6,"Aromatic long-grain basmati rice, perfect for curries.",115,http://dummyimage.com/177x100.png/ff4444/ffffff,07-09-2024,
Kids' Art Supplies Kit,916.82,"Complete kit with crayons, markers, and paper for young artists.",966,http://dummyimage.com/170x100.png/dddddd/000000,02-03-2023,
Baked Mac and Cheese,194.33,Creamy macaroni and cheese baked to perfection.,1,http://dummyimage.com/217x100.png/5fa2dd/ffffff,21-01-2024,
Adjustable Window Blind,239.84,Customizable window cover for light control and privacy.,636,http://dummyimage.com/144x100.png/5fa2dd/ffffff,10-02-2021,
Dog Collar,293.25,Adjustable dog collar with personalized tags.,17,http://dummyimage.com/119x100.png/5fa2dd/ffffff,03-07-2024,
